case_id,condition_id,question_policy,budget,prefix_depth,step_index,question_id,observed_answer,information_gain,predicted_domain_before,predicted_domain_after,domain_entropy_before,domain_entropy_after,entropy_reduction,truth_retained_after,final_correct_after_step
incident-forensic__paraphrased,masked-adversarial,random,3,2,1,package-dispatch,no,0.952,manuscript,manuscript,1.565,1,0.565,0,0
incident-forensic__paraphrased,masked-adversarial,random,3,2,2,sample-assay,yes,1,manuscript,sample,1,0,1,0,0
incident-forensic__noisy,masked-noisy,information-gain,1,2,1,package-dispatch,no,1,package,manuscript,1.975,1.793,0.183,1,0
incident-forensic__noisy,masked-noisy,information-gain,2,2,1,package-dispatch,no,1,package,manuscript,1.975,1.793,0.183,1,0
incident-forensic__noisy,masked-noisy,information-gain,2,2,2,manuscript-review,no,0.959,manuscript,sample,1.793,1.981,-0.188,1,0
incident-forensic__noisy,masked-noisy,information-gain,3,2,1,package-dispatch,no,1,package,manuscript,1.975,1.793,0.183,1,0
incident-forensic__noisy,masked-noisy,information-gain,3,2,2,manuscript-review,no,0.959,manuscript,sample,1.793,1.981,-0.188,1,0
incident-forensic__noisy,masked-noisy,information-gain,3,2,3,sample-assay,yes,1,sample,sample,1.981,0.416,1.565,0,0
incident-forensic__noisy,masked-noisy,top-domain,1,2,1,package-dispatch,yes,1,package,package,1.975,0,1.975,0,0
incident-forensic__noisy,masked-noisy,top-domain,2,2,1,package-dispatch,yes,1,package,package,1.975,0,1.975,0,0
incident-forensic__noisy,masked-noisy,top-domain,3,2,1,package-dispatch,yes,1,package,package,1.975,0,1.975,0,0
incident-forensic__noisy,masked-noisy,random,1,2,1,incident-root-cause,yes,0.515,package,incident,1.975,0.965,1.011,1,1
incident-forensic__noisy,masked-noisy,random,2,2,1,incident-root-cause,yes,0.515,package,incident,1.975,0.965,1.011,1,1
incident-forensic__noisy,masked-noisy,random,2,2,2,incident-containment,yes,0.965,incident,incident,0.965,0.868,0.097,1,1
incident-forensic__noisy,masked-noisy,random,3,2,1,incident-root-cause,yes,0.515,package,incident,1.975,0.965,1.011,1,1
incident-forensic__noisy,masked-noisy,random,3,2,2,incident-containment,yes,0.965,incident,incident,0.965,0.868,0.097,1,1
incident-forensic__noisy,masked-noisy,random,3,2,3,package-tracking,yes,0.868,incident,incident,0.868,0.993,-0.124,1,1
incident-forensic__noisy,masked-adversarial,information-gain,1,2,1,package-dispatch,yes,1,package,package,1.975,0,1.975,0,0
incident-forensic__noisy,masked-adversarial,information-gain,2,2,1,package-dispatch,yes,1,package,package,1.975,0,1.975,0,0
incident-forensic__noisy,masked-adversarial,information-gain,3,2,1,package-dispatch,yes,1,package,package,1.975,0,1.975,0,0
incident-forensic__noisy,masked-adversarial,top-domain,1,2,1,package-dispatch,yes,1,package,package,1.975,0,1.975,0,0
incident-forensic__noisy,masked-adversarial,top-domain,2,2,1,package-dispatch,yes,1,package,package,1.975,0,1.975,0,0
incident-forensic__noisy,masked-adversarial,top-domain,3,2,1,package-dispatch,yes,1,package,package,1.975,0,1.975,0,0
incident-forensic__noisy,masked-adversarial,random,1,2,1,package-tracking,yes,1,package,package,1.975,0,1.975,0,0
incident-forensic__noisy,masked-adversarial,random,2,2,1,package-tracking,yes,1,package,package,1.975,0,1.975,0,0
incident-forensic__noisy,masked-adversarial,random,3,2,1,package-tracking,yes,1,package,package,1.975,0,1.975,0,0
incident-postmortem__paraphrased,masked-noisy,information-gain,1,2,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,1,0
incident-postmortem__paraphrased,masked-noisy,information-gain,2,2,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,1,0
incident-postmortem__paraphrased,masked-noisy,information-gain,2,2,2,manuscript-review,no,0.959,manuscript,sample,1.792,1.98,-0.188,1,0
incident-postmortem__paraphrased,masked-noisy,information-gain,3,2,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,1,0
incident-postmortem__paraphrased,masked-noisy,information-gain,3,2,2,manuscript-review,no,0.959,manuscript,sample,1.792,1.98,-0.188,1,0
incident-postmortem__paraphrased,masked-noisy,information-gain,3,2,3,sample-assay,no,1,sample,compliance,1.98,2,-0.02,1,0
incident-postmortem__paraphrased,masked-noisy,top-domain,1,2,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,1,0
incident-postmortem__paraphrased,masked-noisy,top-domain,2,2,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,1,0
incident-postmortem__paraphrased,masked-noisy,top-domain,2,2,2,manuscript-review,yes,0.959,manuscript,manuscript,1.792,0.406,1.386,0,0
incident-postmortem__paraphrased,masked-noisy,top-domain,3,2,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,1,0
incident-postmortem__paraphrased,masked-noisy,top-domain,3,2,2,manuscript-review,yes,0.959,manuscript,manuscript,1.792,0.406,1.386,0,0
incident-postmortem__paraphrased,masked-noisy,top-domain,3,2,3,manuscript-review,no,0.406,manuscript,manuscript,0.406,1.956,-1.55,1,0
incident-postmortem__paraphrased,masked-noisy,random,1,2,1,manuscript-review,yes,0.555,package,manuscript,1.974,0.943,1.031,0,0
incident-postmortem__paraphrased,masked-noisy,random,2,2,1,manuscript-review,yes,0.555,package,manuscript,1.974,0.943,1.031,0,0
incident-postmortem__paraphrased,masked-noisy,random,2,2,2,package-dispatch,no,0.943,manuscript,manuscript,0.943,0.406,0.537,0,0
incident-postmortem__paraphrased,masked-noisy,random,3,2,1,manuscript-review,yes,0.555,package,manuscript,1.974,0.943,1.031,0,0
incident-postmortem__paraphrased,masked-noisy,random,3,2,2,package-dispatch,no,0.943,manuscript,manuscript,0.943,0.406,0.537,0,0
incident-postmortem__paraphrased,masked-noisy,random,3,2,3,package-dispatch,no,0.406,manuscript,manuscript,0.406,0.326,0.08,0,0
incident-postmortem__paraphrased,masked-adversarial,information-gain,1,2,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
incident-postmortem__paraphrased,masked-adversarial,information-gain,2,2,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
incident-postmortem__paraphrased,masked-adversarial,information-gain,3,2,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
incident-postmortem__paraphrased,masked-adversarial,top-domain,1,2,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
incident-postmortem__paraphrased,masked-adversarial,top-domain,2,2,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
incident-postmortem__paraphrased,masked-adversarial,top-domain,3,2,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
incident-postmortem__paraphrased,masked-adversarial,random,1,2,1,sample-temperature,yes,0.555,package,sample,1.974,0.943,1.031,0,0
incident-postmortem__paraphrased,masked-adversarial,random,2,2,1,sample-temperature,yes,0.555,package,sample,1.974,0.943,1.031,0,0
incident-postmortem__paraphrased,masked-adversarial,random,2,2,2,sample-temperature,no,0.943,sample,package,0.943,1.727,-0.785,0,0
incident-postmortem__paraphrased,masked-adversarial,random,3,2,1,sample-temperature,yes,0.555,package,sample,1.974,0.943,1.031,0,0
incident-postmortem__paraphrased,masked-adversarial,random,3,2,2,sample-temperature,no,0.943,sample,package,0.943,1.727,-0.785,0,0
incident-postmortem__paraphrased,masked-adversarial,random,3,2,3,package-tracking,yes,0.999,package,package,1.727,0,1.727,0,0
incident-postmortem__paraphrased,masked-noisy,information-gain,1,3,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,1,0
incident-postmortem__paraphrased,masked-noisy,information-gain,2,3,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,1,0
incident-postmortem__paraphrased,masked-noisy,information-gain,2,3,2,manuscript-review,no,0.959,manuscript,sample,1.792,1.98,-0.188,1,0
incident-postmortem__paraphrased,masked-noisy,information-gain,3,3,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,1,0
incident-postmortem__paraphrased,masked-noisy,information-gain,3,3,2,manuscript-review,no,0.959,manuscript,sample,1.792,1.98,-0.188,1,0
incident-postmortem__paraphrased,masked-noisy,information-gain,3,3,3,sample-assay,yes,1,sample,sample,1.98,0.399,1.581,0,0
incident-postmortem__paraphrased,masked-noisy,top-domain,1,3,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,1,0
incident-postmortem__paraphrased,masked-noisy,top-domain,2,3,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,1,0
incident-postmortem__paraphrased,masked-noisy,top-domain,2,3,2,manuscript-review,no,0.959,manuscript,sample,1.792,1.98,-0.188,1,0
incident-postmortem__paraphrased,masked-noisy,top-domain,3,3,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,1,0
incident-postmortem__paraphrased,masked-noisy,top-domain,3,3,2,manuscript-review,no,0.959,manuscript,sample,1.792,1.98,-0.188,1,0
incident-postmortem__paraphrased,masked-noisy,top-domain,3,3,3,sample-assay,yes,1,sample,sample,1.98,0.399,1.581,0,0
incident-postmortem__paraphrased,masked-noisy,random,1,3,1,manuscript-review,no,0.555,package,package,1.974,1.967,0.006,1,0
incident-postmortem__paraphrased,masked-noisy,random,2,3,1,manuscript-review,no,0.555,package,package,1.974,1.967,0.006,1,0
incident-postmortem__paraphrased,masked-noisy,random,2,3,2,sample-assay,no,0.557,package,package,1.967,1.963,0.004,1,0
incident-postmortem__paraphrased,masked-noisy,random,3,3,1,manuscript-review,no,0.555,package,package,1.974,1.967,0.006,1,0
incident-postmortem__paraphrased,masked-noisy,random,3,3,2,sample-assay,no,0.557,package,package,1.967,1.963,0.004,1,0
incident-postmortem__paraphrased,masked-noisy,random,3,3,3,compliance-signoff,no,0.531,package,package,1.963,1.634,0.329,1,0
incident-postmortem__paraphrased,masked-adversarial,information-gain,1,3,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
incident-postmortem__paraphrased,masked-adversarial,information-gain,2,3,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
incident-postmortem__paraphrased,masked-adversarial,information-gain,3,3,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
incident-postmortem__paraphrased,masked-adversarial,top-domain,1,3,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
incident-postmortem__paraphrased,masked-adversarial,top-domain,2,3,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
incident-postmortem__paraphrased,masked-adversarial,top-domain,3,3,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
incident-postmortem__paraphrased,masked-adversarial,random,1,3,1,sample-temperature,yes,0.555,package,sample,1.974,0.943,1.031,0,0
incident-postmortem__paraphrased,masked-adversarial,random,2,3,1,sample-temperature,yes,0.555,package,sample,1.974,0.943,1.031,0,0
incident-postmortem__paraphrased,masked-adversarial,random,2,3,2,package-dispatch,yes,0.943,sample,package,0.943,0.696,0.247,0,0
incident-postmortem__paraphrased,masked-adversarial,random,3,3,1,sample-temperature,yes,0.555,package,sample,1.974,0.943,1.031,0,0
incident-postmortem__paraphrased,masked-adversarial,random,3,3,2,package-dispatch,yes,0.943,sample,package,0.943,0.696,0.247,0,0
incident-postmortem__paraphrased,masked-adversarial,random,3,3,3,sample-temperature,yes,0.696,package,sample,0.696,0.945,-0.249,0,0
incident-postmortem__noisy,masked-noisy,information-gain,1,2,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,1,0
incident-postmortem__noisy,masked-noisy,information-gain,2,2,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,1,0
incident-postmortem__noisy,masked-noisy,information-gain,2,2,2,manuscript-review,yes,0.959,manuscript,manuscript,1.792,0.406,1.386,0,0
incident-postmortem__noisy,masked-noisy,information-gain,3,2,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,1,0
incident-postmortem__noisy,masked-noisy,information-gain,3,2,2,manuscript-review,yes,0.959,manuscript,manuscript,1.792,0.406,1.386,0,0
incident-postmortem__noisy,masked-noisy,information-gain,3,2,3,manuscript-review,no,0.406,manuscript,manuscript,0.406,1.956,-1.55,1,0
incident-postmortem__noisy,masked-noisy,top-domain,1,2,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
incident-postmortem__noisy,masked-noisy,top-domain,2,2,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
incident-postmortem__noisy,masked-noisy,top-domain,3,2,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
incident-postmortem__noisy,masked-noisy,random,1,2,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,1,0
incident-postmortem__noisy,masked-noisy,random,2,2,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,1,0
incident-postmortem__noisy,masked-noisy,random,2,2,2,manuscript-review,no,0.959,manuscript,sample,1.792,1.98,-0.188,1,0
incident-postmortem__noisy,masked-noisy,random,3,2,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,1,0
incident-postmortem__noisy,masked-noisy,random,3,2,2,manuscript-review,no,0.959,manuscript,sample,1.792,1.98,-0.188,1,0
incident-postmortem__noisy,masked-noisy,random,3,2,3,sample-temperature,no,1,sample,compliance,1.98,2,-0.02,1,0
incident-postmortem__noisy,masked-adversarial,information-gain,1,2,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
incident-postmortem__noisy,masked-adversarial,information-gain,2,2,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
incident-postmortem__noisy,masked-adversarial,information-gain,3,2,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
incident-postmortem__noisy,masked-adversarial,top-domain,1,2,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
incident-postmortem__noisy,masked-adversarial,top-domain,2,2,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
incident-postmortem__noisy,masked-adversarial,top-domain,3,2,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
incident-postmortem__noisy,masked-adversarial,random,1,2,1,manuscript-review,yes,0.555,package,manuscript,1.974,0.943,1.031,0,0
incident-postmortem__noisy,masked-adversarial,random,2,2,1,manuscript-review,yes,0.555,package,manuscript,1.974,0.943,1.031,0,0
incident-postmortem__noisy,masked-adversarial,random,2,2,2,manuscript-revision,no,0.943,manuscript,package,0.943,1.727,-0.785,0,0
incident-postmortem__noisy,masked-adversarial,random,3,2,1,manuscript-review,yes,0.555,package,manuscript,1.974,0.943,1.031,0,0
incident-postmortem__noisy,masked-adversarial,random,3,2,2,manuscript-revision,no,0.943,manuscript,package,0.943,1.727,-0.785,0,0
incident-postmortem__noisy,masked-adversarial,random,3,2,3,sample-temperature,yes,0.555,package,sample,1.727,0.92,0.807,0,0
incident-postmortem__noisy,masked-noisy,information-gain,1,3,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,1,0
incident-postmortem__noisy,masked-noisy,information-gain,2,3,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,1,0
incident-postmortem__noisy,masked-noisy,information-gain,2,3,2,manuscript-review,no,0.959,manuscript,sample,1.792,1.98,-0.188,1,0
incident-postmortem__noisy,masked-noisy,information-gain,3,3,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,1,0
incident-postmortem__noisy,masked-noisy,information-gain,3,3,2,manuscript-review,no,0.959,manuscript,sample,1.792,1.98,-0.188,1,0
incident-postmortem__noisy,masked-noisy,information-gain,3,3,3,sample-assay,no,1,sample,compliance,1.98,2,-0.02,1,0
incident-postmortem__noisy,masked-noisy,top-domain,1,3,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
incident-postmortem__noisy,masked-noisy,top-domain,2,3,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
incident-postmortem__noisy,masked-noisy,top-domain,3,3,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
incident-postmortem__noisy,masked-noisy,random,1,3,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,1,0
incident-postmortem__noisy,masked-noisy,random,2,3,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,1,0
incident-postmortem__noisy,masked-noisy,random,2,3,2,incident-containment,yes,0.526,manuscript,incident,1.792,1.348,0.444,1,1
incident-postmortem__noisy,masked-noisy,random,3,3,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,1,0
incident-postmortem__noisy,masked-noisy,random,3,3,2,incident-containment,yes,0.526,manuscript,incident,1.792,1.348,0.444,1,1
incident-postmortem__noisy,masked-noisy,random,3,3,3,sample-assay,yes,0.707,incident,sample,1.348,0.998,0.35,1,0
incident-postmortem__noisy,masked-adversarial,information-gain,1,3,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
incident-postmortem__noisy,masked-adversarial,information-gain,2,3,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
incident-postmortem__noisy,masked-adversarial,information-gain,3,3,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
incident-postmortem__noisy,masked-adversarial,top-domain,1,3,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
incident-postmortem__noisy,masked-adversarial,top-domain,2,3,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
incident-postmortem__noisy,masked-adversarial,top-domain,3,3,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
incident-postmortem__noisy,masked-adversarial,random,1,3,1,manuscript-review,yes,0.555,package,manuscript,1.974,0.943,1.031,0,0
incident-postmortem__noisy,masked-adversarial,random,2,3,1,manuscript-review,yes,0.555,package,manuscript,1.974,0.943,1.031,0,0
incident-postmortem__noisy,masked-adversarial,random,2,3,2,package-dispatch,yes,0.943,manuscript,package,0.943,0.696,0.247,0,0
incident-postmortem__noisy,masked-adversarial,random,3,3,1,manuscript-review,yes,0.555,package,manuscript,1.974,0.943,1.031,0,0
incident-postmortem__noisy,masked-adversarial,random,3,3,2,package-dispatch,yes,0.943,manuscript,package,0.943,0.696,0.247,0,0
incident-postmortem__noisy,masked-adversarial,random,3,3,3,manuscript-revision,yes,0.696,package,manuscript,0.696,0.945,-0.249,0,0
compliance-waiver__paraphrased,clean-gold,information-gain,1,3,1,compliance-exception,yes,0.681,compliance,compliance,0.681,0,0.681,1,1
compliance-waiver__paraphrased,clean-gold,information-gain,2,3,1,compliance-exception,yes,0.681,compliance,compliance,0.681,0,0.681,1,1
compliance-waiver__paraphrased,clean-gold,information-gain,3,3,1,compliance-exception,yes,0.681,compliance,compliance,0.681,0,0.681,1,1
compliance-waiver__paraphrased,clean-gold,top-domain,1,3,1,compliance-exception,yes,0.681,compliance,compliance,0.681,0,0.681,1,1
compliance-waiver__paraphrased,clean-gold,top-domain,2,3,1,compliance-exception,yes,0.681,compliance,compliance,0.681,0,0.681,1,1
compliance-waiver__paraphrased,clean-gold,top-domain,3,3,1,compliance-exception,yes,0.681,compliance,compliance,0.681,0,0.681,1,1
compliance-waiver__paraphrased,clean-gold,random,1,3,1,compliance-exception,yes,0.681,compliance,compliance,0.681,0,0.681,1,1
compliance-waiver__paraphrased,clean-gold,random,2,3,1,compliance-exception,yes,0.681,compliance,compliance,0.681,0,0.681,1,1
compliance-waiver__paraphrased,clean-gold,random,3,3,1,compliance-exception,yes,0.681,compliance,compliance,0.681,0,0.681,1,1
compliance-waiver__noisy,clean-gold,information-gain,1,3,1,compliance-exception,yes,0.683,compliance,compliance,0.683,0,0.683,1,1
compliance-waiver__noisy,clean-gold,information-gain,2,3,1,compliance-exception,yes,0.683,compliance,compliance,0.683,0,0.683,1,1
compliance-waiver__noisy,clean-gold,information-gain,3,3,1,compliance-exception,yes,0.683,compliance,compliance,0.683,0,0.683,1,1
compliance-waiver__noisy,clean-gold,top-domain,1,3,1,compliance-exception,yes,0.683,compliance,compliance,0.683,0,0.683,1,1
compliance-waiver__noisy,clean-gold,top-domain,2,3,1,compliance-exception,yes,0.683,compliance,compliance,0.683,0,0.683,1,1
compliance-waiver__noisy,clean-gold,top-domain,3,3,1,compliance-exception,yes,0.683,compliance,compliance,0.683,0,0.683,1,1
compliance-waiver__noisy,clean-gold,random,1,3,1,manuscript-revision,no,0.683,compliance,compliance,0.683,0,0.683,1,1
compliance-waiver__noisy,clean-gold,random,2,3,1,manuscript-revision,no,0.683,compliance,compliance,0.683,0,0.683,1,1
compliance-waiver__noisy,clean-gold,random,3,3,1,manuscript-revision,no,0.683,compliance,compliance,0.683,0,0.683,1,1
compliance-archive__paraphrased,masked-noisy,information-gain,1,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
compliance-archive__paraphrased,masked-noisy,information-gain,2,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
compliance-archive__paraphrased,masked-noisy,information-gain,2,2,2,package-dispatch,yes,1,package,package,1,0,1,0,0
compliance-archive__paraphrased,masked-noisy,information-gain,3,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
compliance-archive__paraphrased,masked-noisy,information-gain,3,2,2,package-dispatch,yes,1,package,package,1,0,1,0,0
compliance-archive__paraphrased,masked-noisy,top-domain,1,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
compliance-archive__paraphrased,masked-noisy,top-domain,2,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
compliance-archive__paraphrased,masked-noisy,top-domain,2,2,2,package-dispatch,no,1,package,sample,1,1.972,-0.972,1,0
compliance-archive__paraphrased,masked-noisy,top-domain,3,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
compliance-archive__paraphrased,masked-noisy,top-domain,3,2,2,package-dispatch,no,1,package,sample,1,1.972,-0.972,1,0
compliance-archive__paraphrased,masked-noisy,top-domain,3,2,3,sample-assay,no,0.999,sample,compliance,1.972,2,-0.028,1,1
compliance-archive__paraphrased,masked-noisy,random,1,2,1,manuscript-revision,no,0.952,manuscript,package,1.565,1,0.565,0,0
compliance-archive__paraphrased,masked-noisy,random,2,2,1,manuscript-revision,no,0.952,manuscript,package,1.565,1,0.565,0,0
compliance-archive__paraphrased,masked-noisy,random,2,2,2,sample-assay,yes,1,package,sample,1,0,1,0,0
compliance-archive__paraphrased,masked-noisy,random,3,2,1,manuscript-revision,no,0.952,manuscript,package,1.565,1,0.565,0,0
compliance-archive__paraphrased,masked-noisy,random,3,2,2,sample-assay,yes,1,package,sample,1,0,1,0,0
compliance-archive__paraphrased,masked-adversarial,information-gain,1,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
compliance-archive__paraphrased,masked-adversarial,information-gain,2,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
compliance-archive__paraphrased,masked-adversarial,information-gain,2,2,2,package-dispatch,yes,1,package,package,1,0,1,0,0
compliance-archive__paraphrased,masked-adversarial,information-gain,3,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
compliance-archive__paraphrased,masked-adversarial,information-gain,3,2,2,package-dispatch,yes,1,package,package,1,0,1,0,0
compliance-archive__paraphrased,masked-adversarial,top-domain,1,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
compliance-archive__paraphrased,masked-adversarial,top-domain,2,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
compliance-archive__paraphrased,masked-adversarial,top-domain,2,2,2,package-dispatch,yes,1,package,package,1,0,1,0,0
compliance-archive__paraphrased,masked-adversarial,top-domain,3,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
compliance-archive__paraphrased,masked-adversarial,top-domain,3,2,2,package-dispatch,yes,1,package,package,1,0,1,0,0
compliance-archive__paraphrased,masked-adversarial,random,1,2,1,package-dispatch,no,0.952,manuscript,manuscript,1.565,1,0.565,0,0
compliance-archive__paraphrased,masked-adversarial,random,2,2,1,package-dispatch,no,0.952,manuscript,manuscript,1.565,1,0.565,0,0
compliance-archive__paraphrased,masked-adversarial,random,2,2,2,manuscript-revision,yes,1,manuscript,manuscript,1,0,1,0,0
compliance-archive__paraphrased,masked-adversarial,random,3,2,1,package-dispatch,no,0.952,manuscript,manuscript,1.565,1,0.565,0,0
compliance-archive__paraphrased,masked-adversarial,random,3,2,2,manuscript-revision,yes,1,manuscript,manuscript,1,0,1,0,0
compliance-archive__noisy,masked-noisy,information-gain,1,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
compliance-archive__noisy,masked-noisy,information-gain,2,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
compliance-archive__noisy,masked-noisy,information-gain,2,2,2,package-dispatch,no,1,package,sample,1,1.972,-0.972,1,0
compliance-archive__noisy,masked-noisy,information-gain,3,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
compliance-archive__noisy,masked-noisy,information-gain,3,2,2,package-dispatch,no,1,package,sample,1,1.972,-0.972,1,0
compliance-archive__noisy,masked-noisy,information-gain,3,2,3,sample-assay,no,0.999,sample,compliance,1.972,2,-0.028,1,1
compliance-archive__noisy,masked-noisy,top-domain,1,2,1,manuscript-review,yes,0.952,manuscript,manuscript,1.565,0,1.565,0,0
compliance-archive__noisy,masked-noisy,top-domain,2,2,1,manuscript-review,yes,0.952,manuscript,manuscript,1.565,0,1.565,0,0
compliance-archive__noisy,masked-noisy,top-domain,3,2,1,manuscript-review,yes,0.952,manuscript,manuscript,1.565,0,1.565,0,0
compliance-archive__noisy,masked-noisy,random,1,2,1,sample-temperature,yes,0.821,manuscript,sample,1.565,0,1.565,0,0
compliance-archive__noisy,masked-noisy,random,2,2,1,sample-temperature,yes,0.821,manuscript,sample,1.565,0,1.565,0,0
compliance-archive__noisy,masked-noisy,random,3,2,1,sample-temperature,yes,0.821,manuscript,sample,1.565,0,1.565,0,0
compliance-archive__noisy,masked-adversarial,information-gain,1,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
compliance-archive__noisy,masked-adversarial,information-gain,2,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
compliance-archive__noisy,masked-adversarial,information-gain,2,2,2,package-dispatch,yes,1,package,package,1,0,1,0,0
compliance-archive__noisy,masked-adversarial,information-gain,3,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
compliance-archive__noisy,masked-adversarial,information-gain,3,2,2,package-dispatch,yes,1,package,package,1,0,1,0,0
compliance-archive__noisy,masked-adversarial,top-domain,1,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
compliance-archive__noisy,masked-adversarial,top-domain,2,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
compliance-archive__noisy,masked-adversarial,top-domain,2,2,2,package-dispatch,yes,1,package,package,1,0,1,0,0
compliance-archive__noisy,masked-adversarial,top-domain,3,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
compliance-archive__noisy,masked-adversarial,top-domain,3,2,2,package-dispatch,yes,1,package,package,1,0,1,0,0
compliance-archive__noisy,masked-adversarial,random,1,2,1,manuscript-revision,no,0.952,manuscript,package,1.565,1,0.565,0,0
compliance-archive__noisy,masked-adversarial,random,2,2,1,manuscript-revision,no,0.952,manuscript,package,1.565,1,0.565,0,0
compliance-archive__noisy,masked-adversarial,random,2,2,2,sample-temperature,yes,1,package,sample,1,0,1,0,0
compliance-archive__noisy,masked-adversarial,random,3,2,1,manuscript-revision,no,0.952,manuscript,package,1.565,1,0.565,0,0
compliance-archive__noisy,masked-adversarial,random,3,2,2,sample-temperature,yes,1,package,sample,1,0,1,0,0
